Charter Date,Vessel Type,Charter Price ($/day),Duration (days),LNG Capacity (m),LPG Capacity (m),Cargo Capacity (DWT),Container Capacity (TEU),Size Category,Cargo Type,Vessel Length (m),Vessel breadth (m),Fuel Cost ($/liter),Age_of_Vess
2022-05-13,Bulk Carrier,21088,445,,,17925.0,,Handysize,Coal,254,33,0.77,9
2021-07-26,LPG Carrier,32847,94,,74513.0,,,Typical LPG Carrier,Liquified Petroleum Gas,154,28,0.69,3
2022-07-27,LPG Carrier,36879,288,,24844.0,,,Typical LPG Carrier,Liquified Petroleum Gas,218,19,0.69,6
2022-10-20,Tanker,49070,84,,,382800.0,,Aframax,Crude Oil,200,65,0.66,8
2023-03-30,LPG Carrier,22924,261,,45587.0,,,Typical LPG Carrier,Liquified Petroleum Gas,192,35,0.74,4
2022-06-08,Tanker,33406,163,,,117593.0,,ULCC,Refined Products,87,55,0.68,8
2023-05-19,Container Ship,17024,80,,,,8371.0,Panamax Ships,Consumer Goods,239,42,0.58,14
2022-09-07,LNG Carrier,43139,170,131523.0,,,,Typical LNG Carrier,Liquified Natural Gas,277,49,0.74,3
2023-01-14,Container Ship,33235,417,,,,9290.0,Feedermax Ships,Consumer Goods,309,41,0.57,16
2023-03-14,LNG Carrier,49462,419,113932.0,,,,Typical LNG Carrier,Liquified Natural Gas,247,44,0.8,13
2022-06-18,Bulk Carrier,25141,139,,,87639.0,,Capesize,Grain,174,39,0.52,3
2022-10-21,Tanker,23122,312,,,175721.0,,LR2,Crude Oil,294,36,0.75,13
2021-08-25,Bulk Carrier,20944,445,,,67153.0,,Handysize,Grain,155,52,0.69,9
2023-10-08,LPG Carrier,41159,327,,65122.0,,,Typical LPG Carrier,Liquified Petroleum Gas,110,19,0.56,8
2023-10-24,Bulk Carrier,22717,180,,,52967.0,,Handymax/Supramax,Coal,263,49,0.73,13
2021-04-21,Bulk Carrier,23505,343,,,101548.0,,Handysize,Coal,165,59,0.63,6
2023-08-02,LPG Carrier,42082,420,,52696.0,,,Typical LPG Carrier,Liquified Petroleum Gas,147,19,0.7,7
2023-04-07,Bulk Carrier,14567,379,,,139817.0,,Handymax/Supramax,Iron Ore,214,49,0.78,16
2022-04-06,Container Ship,13966,155,,,,8184.0,Panamax Ships,Electronics,128,58,0.68,17
2023-06-19,Bulk Carrier,17109,125,,,149850.0,,Handysize,Iron Ore,251,28,0.71,10
2022-07-14,Tanker,41491,329,,,251405.0,,ULCC,Refined Products,94,31,0.78,8
2021-06-25,Tanker,25774,317,,,177670.0,,LR1,Refined Products,110,49,0.73,14
2021-07-28,Tanker,27489,342,,,150098.0,,LR2,Crude Oil,258,60,0.51,3
2023-05-21,LPG Carrier,34534,243,,26829.0,,,Typical LPG Carrier,Liquified Petroleum Gas,202,16,0.76,16
2024-01-19,LNG Carrier,31972,383,112177.0,,,,Typical LNG Carrier,Liquified Natural Gas,253,50,0.6,8
2022-10-07,Bulk Carrier,29130,95,,,73947.0,,Panamax,Grain,294,38,0.75,7
2021-02-05,LPG Carrier,28381,199,,26613.0,,,Typical LPG Carrier,Liquified Petroleum Gas,153,40,0.56,11
2023-04-03,Bulk Carrier,24441,183,,,190532.0,,Handysize,Iron Ore,283,37,0.53,15
2022-08-21,LNG Carrier,51680,386,130422.0,,,,Typical LNG Carrier,Liquified Natural Gas,291,43,0.65,15
2023-07-18,Container Ship,33712,88,,,,8490.0,Post-Panamax Ships,Machinery,212,36,0.58,9
2022-06-21,Bulk Carrier,20919,138,,,48281.0,,Panamax,Coal,232,28,0.67,1
2021-12-24,Container Ship,10766,394,,,,12550.0,Panamax Ships,Consumer Goods,386,39,0.59,2
2021-04-05,Bulk Carrier,24636,141,,,186950.0,,Handymax/Supramax,Grain,245,55,0.74,9
2023-06-26,Tanker,39238,148,,,204139.0,,LR1,Refined Products,197,36,0.77,14
2024-01-12,Container Ship,16113,288,,,,9710.0,Feedermax Ships,Consumer Goods,329,59,0.63,11
2023-07-09,Bulk Carrier,17060,186,,,39616.0,,Handymax/Supramax,Coal,134,26,0.6,4
2023-06-21,LNG Carrier,48570,100,110359.0,,,,Typical LNG Carrier,Liquified Natural Gas,251,48,0.58,3
2022-05-09,LNG Carrier,47353,300,120143.0,,,,Typical LNG Carrier,Liquified Natural Gas,243,40,0.65,15
2024-01-24,Container Ship,29946,409,,,,5726.0,Panamax Ships,Electronics,80,32,0.74,13
2023-07-05,Bulk Carrier,13271,128,,,183675.0,,Capesize,Iron Ore,292,50,0.77,12
2021-04-12,Bulk Carrier,27656,142,,,27485.0,,Capesize,Coal,156,34,0.52,10
2021-01-08,LPG Carrier,22496,379,,77085.0,,,Typical LPG Carrier,Liquified Petroleum Gas,146,29,0.58,3
2022-07-06,Container Ship,23626,243,,,,12948.0,Panamax Ships,Machinery,390,54,0.63,4
2021-09-22,LPG Carrier,27890,201,,67177.0,,,Typical LPG Carrier,Liquified Petroleum Gas,227,17,0.54,17
2022-09-30,Bulk Carrier,23758,247,,,33962.0,,Handymax/Supramax,Grain,176,45,0.65,7
2023-01-05,LPG Carrier,36440,392,,10233.0,,,Typical LPG Carrier,Liquified Petroleum Gas,136,24,0.52,11
2024-01-10,LNG Carrier,48250,244,140833.0,,,,Typical LNG Carrier,Liquified Natural Gas,211,48,0.53,2
2023-06-04,Tanker,36370,180,,,221463.0,,MR,Refined Products,237,55,0.74,8
2021-03-29,Container Ship,11100,204,,,,6166.0,Feedermax Ships,Chemicals,145,54,0.65,4
2023-10-14,Bulk Carrier,29724,402,,,18532.0,,Handymax/Supramax,Grain,181,58,0.72,7
2021-06-22,Container Ship,28824,104,,,,13777.0,Feedermax Ships,Apparel,227,31,0.64,2
2024-01-02,Tanker,26726,203,,,333801.0,,VLCC,Refined Products,300,49,0.67,18
2022-04-22,Bulk Carrier,27971,276,,,95226.0,,Handymax/Supramax,Iron Ore,159,44,0.59,13
2022-09-09,Tanker,26081,174,,,234715.0,,MR,Crude Oil,220,54,0.77,17
2023-10-31,Tanker,16789,95,,,303502.0,,VLCC,Crude Oil,169,27,0.67,3
2023-06-01,Bulk Carrier,22698,367,,,103036.0,,Handysize,Iron Ore,185,24,0.74,15
2021-09-09,Container Ship,23456,68,,,,12153.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,312,56,0.61,11
2022-06-27,LPG Carrier,31304,138,,37557.0,,,Typical LPG Carrier,Liquified Petroleum Gas,189,37,0.72,1
2021-10-02,LPG Carrier,40745,126,,60233.0,,,Typical LPG Carrier,Liquified Petroleum Gas,227,24,0.69,3
2022-11-22,LPG Carrier,31758,111,,74473.0,,,Typical LPG Carrier,Liquified Petroleum Gas,216,22,0.79,5
2021-05-10,Bulk Carrier,20591,63,,,110246.0,,Capesize,Coal,160,42,0.57,15
2021-08-23,Bulk Carrier,18121,332,,,172507.0,,Capesize,Iron Ore,179,48,0.58,3
2021-01-22,LPG Carrier,32731,255,,50645.0,,,Typical LPG Carrier,Liquified Petroleum Gas,230,23,0.74,16
2022-09-04,LNG Carrier,40111,253,125622.0,,,,Typical LNG Carrier,Liquified Natural Gas,219,41,0.6,16
2021-08-18,Tanker,47487,272,,,54328.0,,VLCC,Crude Oil,292,65,0.51,6
2023-09-06,Bulk Carrier,29846,70,,,116373.0,,Handymax/Supramax,Iron Ore,282,49,0.55,3
2024-02-01,Bulk Carrier,24106,316,,,19929.0,,Panamax,Iron Ore,120,32,0.52,15
2023-11-10,Bulk Carrier,20158,210,,,61582.0,,Capesize,Coal,170,30,0.77,11
2021-10-27,LNG Carrier,35777,263,104749.0,,,,Typical LNG Carrier,Liquified Natural Gas,242,41,0.7,4
2021-12-10,Container Ship,18746,282,,,,11033.0,Post-Panamax Ships,Chemicals,288,48,0.63,4
2023-07-26,Tanker,40640,227,,,370477.0,,ULCC,Crude Oil,223,48,0.5,6
2023-09-17,Container Ship,25544,344,,,,11265.0,New Panamax (Neo-Panamax) Ships,Chemicals,370,57,0.59,13
2023-10-04,LNG Carrier,54497,301,109433.0,,,,Typical LNG Carrier,Liquified Natural Gas,282,49,0.73,7
2022-04-21,LNG Carrier,26935,255,112820.0,,,,Typical LNG Carrier,Liquified Natural Gas,220,43,0.55,10
2021-12-29,LNG Carrier,40971,188,117360.0,,,,Typical LNG Carrier,Liquified Natural Gas,257,41,0.53,7
2022-08-30,LPG Carrier,29538,204,,65395.0,,,Typical LPG Carrier,Liquified Petroleum Gas,167,28,0.52,8
2023-04-04,Container Ship,12079,73,,,,8458.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,300,41,0.78,12
2023-02-21,LPG Carrier,34121,141,,40437.0,,,Typical LPG Carrier,Liquified Petroleum Gas,223,23,0.54,13
2021-05-22,Tanker,44309,48,,,348972.0,,Panamax,Refined Products,198,26,0.72,15
2021-05-26,Tanker,48576,45,,,355873.0,,Panamax,Crude Oil,305,21,0.55,1
2024-01-11,Container Ship,30893,381,,,,10965.0,Feedermax Ships,Electronics,179,19,0.54,15
2021-03-19,Tanker,49666,192,,,210136.0,,LR1,Crude Oil,154,64,0.6,15
2023-09-22,Container Ship,17510,325,,,,11274.0,Panamax Ships,Apparel,362,58,0.66,11
2023-01-09,Bulk Carrier,18184,430,,,35703.0,,Handysize,Grain,247,59,0.68,11
2021-05-10,LNG Carrier,52161,159,121161.0,,,,Typical LNG Carrier,Liquified Natural Gas,209,49,0.77,14
2022-07-08,Bulk Carrier,15356,392,,,80342.0,,Handysize,Iron Ore,179,40,0.54,13
2021-12-18,Tanker,20863,260,,,300063.0,,Aframax,Refined Products,271,44,0.6,10
2023-09-06,LPG Carrier,31535,325,,46511.0,,,Typical LPG Carrier,Liquified Petroleum Gas,195,31,0.52,6
2023-06-04,Container Ship,15200,53,,,,12998.0,New Panamax (Neo-Panamax) Ships,Machinery,220,22,0.73,17
2023-10-20,LPG Carrier,24261,449,,56735.0,,,Typical LPG Carrier,Liquified Petroleum Gas,142,16,0.73,4
2022-11-16,LNG Carrier,54046,264,129226.0,,,,Typical LNG Carrier,Liquified Natural Gas,257,44,0.68,6
2022-03-22,Container Ship,29555,395,,,,11812.0,Post-Panamax Ships,Consumer Goods,124,30,0.8,2
2022-11-28,Tanker,27749,121,,,388552.0,,MR,Refined Products,306,51,0.69,15
2021-05-15,Container Ship,30099,90,,,,12656.0,Panamax Ships,Electronics,248,56,0.8,1
2022-08-19,Tanker,36024,178,,,352971.0,,Aframax,Refined Products,317,24,0.52,14
2023-01-14,Container Ship,21467,421,,,,11945.0,Feedermax Ships,Chemicals,333,26,0.51,7
2022-05-03,Container Ship,14792,71,,,,4314.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,233,38,0.61,8
2022-12-30,Container Ship,27514,375,,,,4131.0,Feedermax Ships,Electronics,290,37,0.64,13
2022-10-20,Tanker,18438,348,,,246812.0,,LR2,Crude Oil,189,32,0.71,15
2023-08-02,LNG Carrier,51404,450,139435.0,,,,Typical LNG Carrier,Liquified Natural Gas,238,43,0.58,3
2021-06-17,Container Ship,17635,62,,,,7054.0,Feedermax Ships,Apparel,210,43,0.63,9
2023-10-09,LPG Carrier,32481,383,,58115.0,,,Typical LPG Carrier,Liquified Petroleum Gas,139,24,0.72,8
2023-10-22,Tanker,37591,347,,,176033.0,,Suezmax,Refined Products,136,39,0.64,10
2022-04-01,Bulk Carrier,10562,170,,,29432.0,,Handysize,Grain,263,29,0.8,16
2021-01-28,Bulk Carrier,12336,391,,,176110.0,,Handysize,Iron Ore,209,39,0.63,8
2021-11-03,Tanker,27677,102,,,360270.0,,ULCC,Refined Products,88,48,0.62,5
2021-06-21,Bulk Carrier,19809,164,,,185789.0,,Handymax/Supramax,Grain,289,46,0.54,17
2022-05-20,Tanker,45243,186,,,169220.0,,Aframax,Crude Oil,296,54,0.54,14
2022-08-08,Container Ship,34555,415,,,,9967.0,Post-Panamax Ships,Machinery,175,49,0.52,8
2022-09-29,LNG Carrier,26508,189,124047.0,,,,Typical LNG Carrier,Liquified Natural Gas,219,43,0.8,1
2023-04-08,LPG Carrier,36845,296,,51265.0,,,Typical LPG Carrier,Liquified Petroleum Gas,197,36,0.65,5
2022-07-23,Bulk Carrier,17842,385,,,115111.0,,Capesize,Iron Ore,275,42,0.8,4
2021-06-20,Bulk Carrier,15838,272,,,58548.0,,Capesize,Iron Ore,173,31,0.79,4
2021-06-03,LNG Carrier,51850,121,113240.0,,,,Typical LNG Carrier,Liquified Natural Gas,287,46,0.75,15
2023-02-02,Tanker,18413,282,,,325803.0,,LR2,Refined Products,288,30,0.67,6
2023-09-15,LNG Carrier,30850,144,111620.0,,,,Typical LNG Carrier,Liquified Natural Gas,209,44,0.62,9
2021-10-28,LPG Carrier,34042,347,,32741.0,,,Typical LPG Carrier,Liquified Petroleum Gas,116,34,0.6,4
2022-03-17,Bulk Carrier,21817,324,,,116589.0,,Handymax/Supramax,Iron Ore,160,53,0.54,4
2021-05-04,LPG Carrier,33221,64,,17485.0,,,Typical LPG Carrier,Liquified Petroleum Gas,140,35,0.74,11
2021-12-23,Container Ship,27655,208,,,,9986.0,Post-Panamax Ships,Machinery,262,45,0.7,3
2022-08-14,Container Ship,23633,411,,,,6676.0,Feeder Ships,Electronics,330,30,0.52,5
2023-11-17,LNG Carrier,51217,75,141758.0,,,,Typical LNG Carrier,Liquified Natural Gas,256,41,0.7,2
2023-04-30,LNG Carrier,44716,392,139506.0,,,,Typical LNG Carrier,Liquified Natural Gas,221,49,0.68,6
2023-02-28,Container Ship,17213,88,,,,13522.0,New Panamax (Neo-Panamax) Ships,Electronics,75,42,0.54,16
2023-06-02,Bulk Carrier,16491,105,,,80863.0,,Panamax,Iron Ore,138,57,0.64,1
2022-06-17,Container Ship,15980,128,,,,10640.0,Feedermax Ships,Electronics,166,55,0.61,10
2023-11-17,LPG Carrier,31069,165,,35554.0,,,Typical LPG Carrier,Liquified Petroleum Gas,192,17,0.62,2
2021-02-10,Tanker,25828,157,,,274701.0,,ULCC,Crude Oil,80,37,0.8,7
2022-08-06,LNG Carrier,40052,237,118974.0,,,,Typical LNG Carrier,Liquified Natural Gas,227,43,0.53,5
2022-10-31,Bulk Carrier,15231,301,,,134198.0,,Handymax/Supramax,Coal,144,23,0.76,6
2022-03-09,Bulk Carrier,13231,151,,,142267.0,,Panamax,Coal,113,44,0.63,3
2021-07-16,Bulk Carrier,25257,109,,,135081.0,,Handysize,Grain,192,52,0.7,4
2022-04-19,LPG Carrier,25107,265,,58118.0,,,Typical LPG Carrier,Liquified Petroleum Gas,148,36,0.75,4
2021-09-13,Bulk Carrier,29903,370,,,192758.0,,Handymax/Supramax,Coal,148,42,0.68,7
2021-06-05,LNG Carrier,48824,341,138883.0,,,,Typical LNG Carrier,Liquified Natural Gas,223,45,0.52,7
2021-08-27,LNG Carrier,46203,294,122026.0,,,,Typical LNG Carrier,Liquified Natural Gas,219,40,0.67,8
2021-11-15,LPG Carrier,41541,162,,78031.0,,,Typical LPG Carrier,Liquified Petroleum Gas,175,32,0.54,13
2021-12-08,LPG Carrier,40927,225,,8957.0,,,Typical LPG Carrier,Liquified Petroleum Gas,107,30,0.7,1
2021-10-26,Tanker,47254,380,,,197698.0,,Suezmax,Refined Products,204,48,0.8,7
2021-05-09,LNG Carrier,54032,335,122982.0,,,,Typical LNG Carrier,Liquified Natural Gas,203,49,0.55,10
2023-05-15,LNG Carrier,26024,436,135676.0,,,,Typical LNG Carrier,Liquified Natural Gas,212,46,0.74,5
2022-06-05,Container Ship,32494,266,,,,7934.0,Feedermax Ships,Machinery,236,21,0.69,6
2023-11-12,Container Ship,34804,301,,,,7055.0,New Panamax (Neo-Panamax) Ships,Apparel,137,52,0.76,15
2023-01-01,LNG Carrier,51610,179,132892.0,,,,Typical LNG Carrier,Liquified Natural Gas,223,50,0.51,9
2022-11-24,Bulk Carrier,28529,323,,,150369.0,,Panamax,Coal,132,33,0.72,10
2024-01-24,Container Ship,23127,267,,,,6804.0,New Panamax (Neo-Panamax) Ships,Electronics,157,47,0.79,16
2023-09-28,Bulk Carrier,11744,97,,,14876.0,,Handymax/Supramax,Iron Ore,158,34,0.77,7
2021-11-29,Tanker,19728,172,,,105338.0,,LR2,Refined Products,223,38,0.57,6
2021-02-20,Bulk Carrier,22050,110,,,184872.0,,Handymax/Supramax,Iron Ore,275,33,0.68,14
2023-12-24,Tanker,34428,377,,,241916.0,,Panamax,Refined Products,274,23,0.67,14
2022-12-28,LPG Carrier,24156,229,,65561.0,,,Typical LPG Carrier,Liquified Petroleum Gas,203,27,0.75,2
2023-05-25,LNG Carrier,55119,307,112452.0,,,,Typical LNG Carrier,Liquified Natural Gas,220,44,0.63,6
2023-01-22,LPG Carrier,27622,189,,52740.0,,,Typical LPG Carrier,Liquified Petroleum Gas,169,26,0.53,10
2022-07-31,Container Ship,34650,345,,,,13942.0,Feedermax Ships,Consumer Goods,209,39,0.53,13
2021-01-08,LPG Carrier,32929,411,,50498.0,,,Typical LPG Carrier,Liquified Petroleum Gas,156,38,0.65,3
2022-04-03,Bulk Carrier,29446,431,,,145371.0,,Handysize,Iron Ore,137,26,0.71,4
2022-09-06,LNG Carrier,35526,121,123302.0,,,,Typical LNG Carrier,Liquified Natural Gas,225,44,0.66,11
2024-02-01,LPG Carrier,35909,203,,15107.0,,,Typical LPG Carrier,Liquified Petroleum Gas,202,27,0.57,12
2021-01-04,LPG Carrier,22577,151,,12405.0,,,Typical LPG Carrier,Liquified Petroleum Gas,107,21,0.65,12
2023-07-03,Tanker,33518,213,,,252416.0,,Panamax,Refined Products,88,57,0.52,10
2022-08-07,Bulk Carrier,24150,201,,,178366.0,,Panamax,Iron Ore,237,20,0.54,2
2021-12-25,Bulk Carrier,12841,359,,,133156.0,,Panamax,Grain,236,40,0.61,14
2021-10-09,LNG Carrier,29140,70,110324.0,,,,Typical LNG Carrier,Liquified Natural Gas,237,41,0.78,16
2023-05-06,Container Ship,24969,331,,,,7511.0,Post-Panamax Ships,Electronics,330,19,0.74,16
2022-04-02,LPG Carrier,26073,108,,26613.0,,,Typical LPG Carrier,Liquified Petroleum Gas,184,21,0.54,1
2023-10-29,Bulk Carrier,20269,171,,,162481.0,,Handysize,Coal,148,50,0.62,10
2023-01-04,Container Ship,16504,168,,,,11991.0,New Panamax (Neo-Panamax) Ships,Machinery,200,54,0.56,13
2022-10-07,Bulk Carrier,11759,50,,,163628.0,,Handymax/Supramax,Coal,185,33,0.71,6
2021-02-02,LNG Carrier,57005,259,111838.0,,,,Typical LNG Carrier,Liquified Natural Gas,275,45,0.75,16
2021-04-28,Container Ship,34864,258,,,,11652.0,Feeder Ships,Consumer Goods,335,51,0.79,2
2023-07-23,Tanker,39330,173,,,139550.0,,VLCC,Crude Oil,209,41,0.79,4
2023-02-10,LPG Carrier,24247,170,,77875.0,,,Typical LPG Carrier,Liquified Petroleum Gas,170,35,0.68,12
2023-04-28,LPG Carrier,41560,126,,56913.0,,,Typical LPG Carrier,Liquified Petroleum Gas,210,35,0.59,10
2021-07-10,Bulk Carrier,23303,129,,,91022.0,,Handymax/Supramax,Coal,127,57,0.62,15
2022-12-10,Tanker,31857,241,,,335934.0,,VLCC,Crude Oil,223,28,0.74,10
2023-08-02,Bulk Carrier,20165,381,,,111049.0,,Handymax/Supramax,Grain,247,42,0.75,13
2021-02-05,LPG Carrier,39033,284,,48495.0,,,Typical LPG Carrier,Liquified Petroleum Gas,143,21,0.5,2
2023-06-29,LNG Carrier,43391,385,127076.0,,,,Typical LNG Carrier,Liquified Natural Gas,229,41,0.55,8
2023-08-07,Bulk Carrier,23588,336,,,186107.0,,Handymax/Supramax,Grain,267,43,0.64,5
2021-04-23,LNG Carrier,54792,415,127085.0,,,,Typical LNG Carrier,Liquified Natural Gas,245,48,0.66,18
2021-09-08,Tanker,47161,87,,,82168.0,,Handysize,Crude Oil,248,29,0.63,16
2023-11-01,LPG Carrier,27250,439,,10658.0,,,Typical LPG Carrier,Liquified Petroleum Gas,199,15,0.52,8
2022-03-13,Container Ship,27515,355,,,,12512.0,Feedermax Ships,Chemicals,152,44,0.77,8
2023-04-07,Tanker,35330,284,,,54570.0,,Handysize,Crude Oil,200,58,0.64,13
2022-11-17,LNG Carrier,26218,423,141481.0,,,,Typical LNG Carrier,Liquified Natural Gas,270,41,0.72,3
2023-10-19,LNG Carrier,54338,450,115502.0,,,,Typical LNG Carrier,Liquified Natural Gas,218,43,0.56,11
2022-02-08,Container Ship,13734,191,,,,10621.0,Feeder Ships,Electronics,249,38,0.63,3
2023-09-01,Bulk Carrier,20524,86,,,142711.0,,Capesize,Grain,188,41,0.79,13
2023-01-18,Bulk Carrier,13341,250,,,25723.0,,Capesize,Iron Ore,245,42,0.62,3
2021-04-20,LPG Carrier,27420,160,,69129.0,,,Typical LPG Carrier,Liquified Petroleum Gas,217,35,0.6,13
2023-03-05,Tanker,37075,432,,,268484.0,,VLCC,Crude Oil,257,27,0.7,5
2021-03-15,Tanker,31356,336,,,374912.0,,Panamax,Crude Oil,160,35,0.69,12
2023-12-23,LPG Carrier,28552,177,,28117.0,,,Typical LPG Carrier,Liquified Petroleum Gas,222,36,0.54,10
2023-04-11,Bulk Carrier,26452,192,,,114453.0,,Capesize,Grain,107,51,0.51,14
2021-08-09,Bulk Carrier,19908,449,,,100733.0,,Capesize,Grain,187,21,0.64,2
2023-06-22,Tanker,20712,230,,,113917.0,,LR1,Refined Products,308,64,0.57,12
2023-04-28,Container Ship,19646,119,,,,7229.0,Panamax Ships,Consumer Goods,272,33,0.73,12
2023-03-01,Tanker,32027,237,,,71210.0,,Aframax,Refined Products,326,53,0.53,3
2023-07-01,Bulk Carrier,20872,440,,,27939.0,,Capesize,Iron Ore,143,42,0.64,18
2023-07-08,Tanker,33755,353,,,355337.0,,LR1,Refined Products,337,61,0.53,14
2022-05-04,LPG Carrier,25748,421,,14041.0,,,Typical LPG Carrier,Liquified Petroleum Gas,156,24,0.73,16
2022-01-22,Container Ship,16173,438,,,,9268.0,Panamax Ships,Machinery,108,27,0.64,12
2021-12-25,LNG Carrier,39166,167,102480.0,,,,Typical LNG Carrier,Liquified Natural Gas,262,47,0.79,14
2023-03-18,Tanker,23792,393,,,81596.0,,Aframax,Crude Oil,265,26,0.7,1
2023-08-10,Bulk Carrier,28336,117,,,26589.0,,Handysize,Iron Ore,268,47,0.64,17
2022-08-22,Container Ship,34841,94,,,,9567.0,Post-Panamax Ships,Machinery,313,44,0.52,18
2022-04-15,Container Ship,18667,160,,,,13201.0,New Panamax (Neo-Panamax) Ships,Electronics,356,32,0.75,11
2021-07-10,Container Ship,23146,307,,,,13717.0,New Panamax (Neo-Panamax) Ships,Apparel,247,16,0.67,5
2021-08-30,LPG Carrier,20478,359,,67608.0,,,Typical LPG Carrier,Liquified Petroleum Gas,205,18,0.7,7
2021-12-16,LNG Carrier,56182,265,104233.0,,,,Typical LNG Carrier,Liquified Natural Gas,212,50,0.51,2
2023-01-09,LPG Carrier,37604,127,,5114.0,,,Typical LPG Carrier,Liquified Petroleum Gas,225,14,0.59,15
2023-05-03,LNG Carrier,59589,200,133999.0,,,,Typical LNG Carrier,Liquified Natural Gas,252,41,0.73,15
2023-02-24,Bulk Carrier,25031,406,,,75305.0,,Handymax/Supramax,Iron Ore,205,51,0.62,4
2022-09-10,LNG Carrier,41528,153,143115.0,,,,Typical LNG Carrier,Liquified Natural Gas,215,42,0.57,18
2022-11-22,Tanker,40285,179,,,354295.0,,VLCC,Crude Oil,323,43,0.63,15
2021-08-07,LPG Carrier,23092,265,,10100.0,,,Typical LPG Carrier,Liquified Petroleum Gas,151,32,0.66,6
2021-07-10,Tanker,29292,178,,,230803.0,,MR,Refined Products,275,59,0.74,3
2023-07-05,Bulk Carrier,17181,93,,,199557.0,,Handymax/Supramax,Iron Ore,134,47,0.51,9
2023-09-04,Tanker,20775,154,,,282298.0,,MR,Crude Oil,134,21,0.51,6
2022-05-28,LNG Carrier,26370,72,147007.0,,,,Typical LNG Carrier,Liquified Natural Gas,299,47,0.57,3
2021-06-02,LNG Carrier,47362,183,114045.0,,,,Typical LNG Carrier,Liquified Natural Gas,223,45,0.78,18
2022-12-22,LNG Carrier,35552,125,105865.0,,,,Typical LNG Carrier,Liquified Natural Gas,283,40,0.71,2
2023-09-11,Bulk Carrier,22812,411,,,148646.0,,Handymax/Supramax,Iron Ore,286,27,0.69,14
2022-06-04,LPG Carrier,29151,372,,19975.0,,,Typical LPG Carrier,Liquified Petroleum Gas,115,36,0.65,18
2022-09-06,Bulk Carrier,21166,220,,,44511.0,,Panamax,Iron Ore,229,57,0.78,13
2021-10-19,Container Ship,33603,402,,,,10572.0,Post-Panamax Ships,Chemicals,299,43,0.59,10
2023-12-16,Container Ship,30780,66,,,,8574.0,Feeder Ships,Apparel,229,57,0.7,14
2023-03-11,Bulk Carrier,21898,108,,,193242.0,,Handysize,Coal,226,29,0.75,18
2023-09-01,Container Ship,28492,301,,,,3964.0,Feeder Ships,Electronics,202,40,0.6,4
2022-03-21,Container Ship,26373,196,,,,7286.0,Feedermax Ships,Machinery,205,29,0.78,1
2022-11-02,Bulk Carrier,26773,392,,,195452.0,,Handysize,Grain,268,21,0.58,7
2021-07-08,Container Ship,18147,407,,,,12541.0,Post-Panamax Ships,Consumer Goods,298,21,0.7,6
2022-02-10,Bulk Carrier,11194,149,,,80113.0,,Panamax,Grain,245,47,0.75,9
2021-09-09,LNG Carrier,36855,96,148086.0,,,,Typical LNG Carrier,Liquified Natural Gas,279,46,0.58,15
2023-03-05,LPG Carrier,28215,381,,52202.0,,,Typical LPG Carrier,Liquified Petroleum Gas,115,28,0.57,11
2021-08-22,LPG Carrier,41209,174,,39879.0,,,Typical LPG Carrier,Liquified Petroleum Gas,225,31,0.78,2
2021-04-01,Tanker,25700,263,,,387430.0,,Suezmax,Crude Oil,127,31,0.75,7
2022-08-15,Bulk Carrier,25276,311,,,176858.0,,Panamax,Coal,186,39,0.68,1
2022-09-09,LNG Carrier,38383,428,112402.0,,,,Typical LNG Carrier,Liquified Natural Gas,244,40,0.55,7
2022-07-25,Container Ship,24377,373,,,,8294.0,Post-Panamax Ships,Electronics,213,26,0.57,18
2021-05-13,LPG Carrier,27481,222,,18611.0,,,Typical LPG Carrier,Liquified Petroleum Gas,107,36,0.72,9
2021-03-06,LNG Carrier,43950,261,131005.0,,,,Typical LNG Carrier,Liquified Natural Gas,272,43,0.71,1
2023-05-14,LPG Carrier,34258,97,,33564.0,,,Typical LPG Carrier,Liquified Petroleum Gas,164,18,0.76,4
2023-11-10,Container Ship,29810,385,,,,11472.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,342,41,0.55,4
2022-05-03,LNG Carrier,28547,148,118659.0,,,,Typical LNG Carrier,Liquified Natural Gas,232,48,0.69,9
2021-10-20,Tanker,44884,199,,,94664.0,,LR2,Crude Oil,297,38,0.65,6
2023-03-26,Tanker,34392,196,,,156526.0,,LR2,Crude Oil,245,49,0.58,14
2022-06-26,LNG Carrier,54300,255,108772.0,,,,Typical LNG Carrier,Liquified Natural Gas,275,44,0.63,10
2021-07-30,LPG Carrier,32859,62,,41373.0,,,Typical LPG Carrier,Liquified Petroleum Gas,165,20,0.76,9
2022-08-30,Tanker,21894,181,,,205460.0,,Aframax,Crude Oil,253,45,0.78,13
